ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Title-Clean,Detect Language,Average-Rating,Review-Count,Author-Count,Publisher-Count,Binned-Rating
0679745068,"Et Tu, Babe (Vintage Contemporaries)",mark leyner,1993.0,vintage usa,et tu babe vintage contemporary,fr,7.25,4,1,282,Low
344272984X,Mein Name ist Luz.,elsa osorio,2002.0,btb bei goldmann,mein name ist luz,de,9.5,4,1,3,High
3596144167,"Eureka Street, Belfast. (übs. von Christa Schuenke)",robert mcliam wilson,1999.0,fischer (tb ) frankfurt,eureka street belfast übs von christa schuenke,de,7.25,4,1,24,Low
0804102902,Moviegoer,walker percy,1990.0,ivy,moviegoer,unknown,6.75,4,2,94,Low
3257231156,Auf dem Jakobsweg. Tagebuch einer Pilgerreise nach Santiago de Compostela.,paulo coelho,2000.0,diogenes verlag,auf dem jakobsweg tagebuch einer pilgerreise nach santiago de compostela,de,7.5,4,17,34,Low
190259357X,Addicted to War : Why the U.S. Can't Kick Militarism,joel andreas,2002.0,consortium,addicted war u ' kick militarism,en,9.2,5,1,2,High
0140019421,Jennie,paul gallico,1963.0,penguin usa,jennie,unknown,8.142857142857142,7,2,90,High
0812969006,I Love Everybody (and Other Atrocious Lies) : True Tales of a Loudmouth Girl,laurie notaro,2004.0,villard,love everybody atrocious lie true tale loudmouth girl,en,9.0,5,3,32,High
002040400X,Unexplained Sniglets of the Universe,rich hall,1986.0,simon schuster,unexplained sniglets universe,en,7.8,5,3,241,High
0812580109,Saturn's Race,larry niven,2001.0,tor science fiction,saturn race,ro,7.0,4,18,18,Low
0767906314,Fraud: Essays,david rakoff,2002.0,broadway,fraud essay,fr,7.833333333333333,6,2,76,High
0316925284,A Supposedly Fun Thing I'll Never Do Again : Essays and Arguments Tag: Author of Infinite Jest,david foster wallace,1998.0,back bay,supposedly fun thing ' never essay argument tag author infinite jest,en,7.5,4,4,50,Low
0452267455,Baghdad Without a Map: And Other Misadventures in Arabia,tony horwitz,1992.0,plume,baghdad without map misadventure arabia,en,6.833333333333333,6,5,125,Low
0446530859,The Fifth Angel,tim green,2003.0,warner,fifth angel,en,6.5,4,3,446,Low
0316418374,Dairy Queen Days : A Novel,robert inman,1998.0,back bay,dairy queen day,fr,7.166666666666667,6,1,50,Low
1579546463,"The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",arthur agatston,2003.0,rodale,south beach diet delicious doctor designed foolproof plan fast healthy weight loss,en,7.7894736842105265,19,2,6,High
0140298517,The Basque History of the World,mark kurlansky,2001.0,penguin,basque history world,en,8.0,4,3,486,High
0763614211,Witch Child,celia rees,2001.0,clewick press (ma),witch child,en,8.5,6,2,9,High
0380872218,"Mercenary (Bio of a Space Tyrant, Vol 2)",piers anthony,1984.0,harper mass market paperbacks (mm),mercenary bio space tyrant vol 2,en,8.2,5,75,48,High
0142003808,Drop City,t coraghessan boyle,2004.0,penguin usa (paper),drop city,en,6.25,4,11,27,Low
0553567675,Glory Season,david brin,1996.0,bantam,glory season,en,7.0,6,13,864,Low
0375758984,What Should I Do with My Life : The True Story of People Who Answered the Ultimate Question,po bronson,2003.0,rom house paperbacks,life true people answered ultimate question,en,8.5,4,4,8,High
0006543545,The bookshop,penelope fitzgerald,1989.0,flamingo,bookshop,en,6.75,4,3,11,Low
0061056898,Fortress in the Eye of Time,c j cherryh,1996.0,eos,fortress eye time,en,6.0,6,6,78,Low
0451526538,Adventures of Tom Sawyer (Signet Classic Series),mark twain,1997.0,signet book,adventure tom sawyer signet classic series,en,7.75,4,30,411,High
0385510012,The Swallows of Kabul : A Novel,yasmina khadra,2004.0,nan a talese,swallow kabul,en,7.6,5,1,14,Low
0763623296,Dr. Ernest Drake's Dragonology: The Complete Book of Dragons,ernest drake,2003.0,clewick press (ma),dr ernest drake dragonology complete dragon,en,9.5,4,1,9,High
0515116246,The Nightingale Legacy,catherine coulter,1995.0,jove,nightingale legacy,en,7.333333333333333,9,51,262,Low
0425192741,Tricky Business,dave barry,2003.0,berkley,tricky business,en,6.818181818181818,11,32,519,Low
0312858787,"Gun, With Occasional Music",jonathan lethem,1995.0,tor,gun occasional music,en,8.2,5,3,199,High
006621288X,Love in the Asylum : A Novel,lisa carey,2004.0,william morrow,love asylum,en,9.25,4,4,130,High
0316069027,Rush Home Road : A Novel,lori lansens,2002.0,little brown,rush home road,unknown,8.25,4,1,95,High
0805054073,Timbuktu,paul auster,1999.0,henry holt,timbuktu,id,7.083333333333333,12,21,32,Low
0671890085,"To the Stars: The Autobiography of George Takei, Star Trek's Mr. Sulu",george takei,1994.0,pocket,star autobiography george takei star trek mr sulu,en,8.75,4,1,652,High
0671319744,By Any Other Name,spider robinson,2001.0,baen,name,en,7.833333333333333,6,7,79,High
0312951647,In the Presence of Enemies,william j coughlin,1994.0,st martin's press,presence enemy,en,7.111111111111111,9,4,168,Low
1561483516,That Dorky Homemade Look: Quilting Lessons from a Parallel Universe,lisa boyer,2002.0,good,dorky homemade look quilting lesson parallel universe,en,8.5,6,1,3,High
0446515043,The Gold Coast,nelson demille,1990.0,warner,gold coast,en,9.25,4,18,446,High
0425098729,Morgans Passing,anne tyler,1986.0,berkley,morgan passing,unknown,7.4,5,31,519,Low
0684717972,Farewell to Arms,ernest hemingway,1929.0,charles scribner's sons,farewell arm,unknown,8.625,8,21,1,High
0151010668,Codex,lev grossman,2004.0,harcourt,codex,pt,7.2,5,1,44,Low
0060263857,Charlotte's Web,e b white,1952.0,harpercollins juvenile,charlotte web,unknown,9.363636363636363,11,8,7,High
0312182953,253: The Print Remix,geoff ryman,1998.0,st martin's press,253 print remix,en,7.4,5,3,168,Low
0931432146,Living in the Light: A Guide to Personal and Planetary Transformation,shakti gawain,1985.0,new world library,living light guide personal planetary transformation,en,7.0,4,3,6,Low
0375704833,"You're an Animal, Viskovitz! (Vintage International (Paperback))",alessandro boffa,2003.0,vintage usa,' animal viskovitz vintage international,en,8.571428571428571,7,1,282,High
1592865089,Saving the World in Your Spare Time,laura klotz,2003.0,lishamerica,saving world spare time,en,6.5,4,1,1,Low
0688172962,Out of My Mind : The Discovery of Saunders-Vixen,richard bach,1999.0,william morrow,mind discovery saunders vixen,en,7.25,4,18,130,Low
0451211146,What a Girl Wants,liz maverick,2004.0,new american library,girl want,en,7.5,4,1,33,Low
0060959681,Dancing Wu Li Masters : An Overview of the New Physics (Perennial Classics),gary zukav,2001.0,perennial,dancing wu li master overview new physic perennial classic,en,8.75,4,6,277,High
0688179088,Do Fish Drink Water : Puzzling and Improbable Questions and Answers,bill mclain,2000.0,harperresource,fish drink water puzzling improbable question answer,en,7.0,5,1,5,Low
0060931280,Bingo Queens of Paradise : A Novel,june park,2000.0,perennial,bingo queen paradise,unknown,6.2,5,1,277,Low
0399137378,Timequake,kurt vonnegut,1997.0,g p putnam's sons,timequake,sq,7.6,10,27,37,Low
0060534214,Mr. Timothy,louis bayard,2003.0,harpercollins,mr timothy,unknown,7.4,5,1,321,Low
0670892424,After Life,rhian ellis,2000.0,viking,life,da,7.75,4,2,101,High
0553012606,Still life with Woodpecker,tom robbins,1980.0,bantam,still life woodpecker,en,7.8,5,23,864,High
0385505914,Train: A Novel,pete dexter,2003.0,doubleday,train,en,7.75,4,3,80,High
074342851X,Number 6 Fumbles,rachel solar tuttle,2002.0,mtv,number 6 fumble,unknown,8.0,6,1,8,High
0874777984,The Self-Aware Universe: How Consciousness Creates the Material World,maggie goswami,1995.0,jeremy p tarcher,self aware universe consciousness creates material world,en,8.0,4,1,7,High
0679751114,Hotel Pastis : A Novel of Provence,peter mayle,1994.0,vintage,hotel pastis provence,en,7.533333333333333,15,16,110,Low
0807070831,Ruined by Reading: A Life in Books,lynne sharon schwartz,1997.0,beacon press,ruined reading life,en,7.25,4,1,5,Low
0060916087,Tao Te Ching: A New English Version,stephen mitchell,1991.0,perennial,tao te ching new english version,en,9.2,5,2,277,High
0060958324,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,robert m pirsig,2000.0,perennial,zen art motorcycle maintenance inquiry value,en,6.875,8,7,277,Low
0933944047,Fup,jim dodge,1987.0,city miner,fup,es,8.5,6,1,1,High
0747250618,The Last Templar,michael jecks,1995.0,trafalgar square,last templar,en,6.75,4,1,44,Low
0684852683,Dreams Of My Russian Summers: A Novel,andrei makine,1998.0,touchstone,dream russian summer,en,6.8,5,1,82,Low
140003339X,McSweeney's Mammoth Treasury of Thrilling Tales (Vintage Contemporaries Original),michael chabon,2003.0,vintage usa,mcsweeney mammoth treasury thrilling tale vintage contemporary original,en,7.666666666666667,6,7,282,Low
0345320166,Miami Blues,charles willeford,1985.0,ballantine,miami blue,unknown,6.6,5,1,656,Low
0375701524,The Hundred Secret Senses,amy tan,1998.0,vintage usa,hundred secret sens,en,7.75,4,17,282,High
0140430423,Hard Times for These Times (English Library),charles dickens,1985.0,penguin putnam mass,hard time time english library,en,7.125,8,29,42,Low
0743437993,South of Reason : A Novel,cindy eppes,2002.0,atria,south reason,en,7.6,5,1,94,Low
0060557818,Neverwhere : A Novel,neil gaiman,2003.0,perennial,neverwhere,en,8.142857142857142,7,34,277,High
0451171810,The Dark Half,stephen king,1994.0,signet,dark half,en,7.888888888888889,9,195,4,High
0871139006,The Mammoth Cheese: A Novel,sheri holman,2003.0,atlantic monthly press,mammoth cheese,en,8.0,4,3,10,High
0156013908,The Honey Thief,elizabeth graver,2000.0,harvest,honey thief,en,7.5,8,1,81,Low
0743446526,Fear Itself : A Novel,jonathan nasaw,2003.0,pocket star,fear,en,7.25,4,3,60,Low
0515129038,Top Ten,ryne douglas pearson,2000.0,jove,top ten,unknown,7.6,5,1,262,Low
006001315X,"Monstrous Regiment (Pratchett, Terry)",terry pratchett,2003.0,harpercollins,monstrous regiment pratchett terry,unknown,9.0,5,65,321,High
0345457684,Altered Carbon,richard morgan,2003.0,del rey,altered carbon,unknown,8.875,8,2,260,High
0552999067,NYMPHOMATION,jeff noon,2000.0,black swan limited,nymphomation,en,6.25,4,3,4,Low
0452283485,"Bitten (Women of the Otherworld, Book 1)",kelley armstrong,2002.0,plume,bitten woman otherworld 1,en,7.4,5,4,125,Low
0586049762,SEA THE SEA,iris murdoch,1979.0,harpercollins,sea sea,en,8.0,4,1,321,High
0385037872,Roots,alex haley,1976.0,doubleday,root,af,8.0,4,2,80,High
1582341303,Tulip,anna pavord,2001.0,bloomsbury plc,tulip,unknown,6.5,4,1,9,Low
0140291806,Home Truths: A Novella,david lodge,2000.0,penguin,home truth novella,en,7.166666666666667,6,11,486,Low
0452284708,"The Drawing of the Three (The Dark Tower, Book 2)",stephen king,2003.0,plume,drawing three dark tower 2,en,8.8,5,195,125,High
0553579916,The Last King of Texas,rick riordan,2001.0,bantam,last king texas,en,8.5,4,1,864,High
0151009716,Changing Planes: Stories,ursula k le guin,2003.0,harcourt,changing plane,en,7.0,4,17,44,Low
0425194523,Raise the Titanic (Dirk Pitt Adventures (Paperback)),clive cussler,2004.0,berkley,raise titanic dirk pitt adventure,en,6.166666666666667,6,37,519,Low
006447268X,"The Chronicles of Chrestomanci, Volume 1: Charmed Life / The Lives of Christopher Chant",diana wynne jones,2001.0,harpertrophy,chronicle chrestomanci volume 1 charmed life life christopher chant,en,8.8,10,14,149,High
088038266X,"War of the Twins (DragonLance Legends, Vol 2)",margaret weis,1986.0,tsr,war twin dragonlance legend vol 2,en,8.0,4,32,11,High
0880389117,Flint the King (Dragonlance: Preludes),mary kirchoff,1990.0,wizards of the coast,flint king dragonlance prelude,en,7.5,6,3,47,Low
0880389095,"Riverwind the Plainsman (Dragonlance: Preludes, Volume 4)",paul b thompson,1990.0,wizards of the coast,riverwind plainsman dragonlance prelude volume 4,en,7.5,6,2,47,Low
0871139030,Uniform Justice: A Commissario Guido Brunetti Mystery,donna leon,2003.0,atlantic monthly press,uniform justice commissario guido brunetti mystery,unknown,8.0,5,15,10,High
0884042820,"The Invaders Plan (Mission Earth Series, Vol 1)",l ron hubbard,1990.0,bridge lications,invader plan mission earth series vol 1,en,7.2,5,4,4,Low
0425150429,Time Without End,linda lael miller,1995.0,berkley,time without end,en,7.714285714285714,7,24,519,High
0743418220,Blue Gold : A Novel from the NUMA Files (NUMA Files (Paperback)),clive cussler,2001.0,pocket,blue gold numa file numa file,unknown,7.181818181818182,11,37,652,Low
0380613255,The Fate of the Earth,jonathan schell,1988.0,harper mass market paperbacks (mm),fate earth,en,8.25,4,1,48,High
0345428064,Remote Control,andy mcnab,2000.0,ballantine,remote control,it,7.5,4,3,656,Low
1582342849,Sixpence House: Lost in a Town of Books,paul collins,2003.0,bloomsbury plc,sixpence house lost town,en,8.0,5,1,9,High
0812519116,Enders Game (Ender Wiggins Saga (Paperback)),orson scott card,1986.0,st martins press,enders game ender wiggins saga,da,8.5,6,51,7,High
0399149864,Pattern Recognition,william gibson,2003.0,g p putnam's sons,pattern recognition,it,7.8,15,13,37,High
0515117153,Candlenight,phil rickman,1995.0,jove,candlenight,en,5.75,4,1,262,Low
0375412115,Our Lady of the Forest,david guterson,2003.0,knopf,lady forest,en,7.714285714285714,7,7,55,High
0316912123,"All I Want Is Everything (Gossip Girl, 3)",cecily von ziegesar,2003.0,little brown,want everything gossip girl 3,en,9.5,4,3,95,High
0972393617,Ultimate Unofficial Guide to the Mysteries of Harry Potter,galadriel waters,2003.0,wizarding world press,ultimate unofficial guide mystery harry potter,en,8.0,6,1,1,High
0312980191,Naked Came the Phoenix,marcia talley,2002.0,st martin's minotaur,naked came phoenix,en,7.25,4,3,35,Low
1400060494,The Winter Queen : A Novel,boris akunin,2003.0,rom house,winter queen,en,7.75,8,1,248,High
0060088877,The Bridge of San Luis Rey (Perennial Classics),thornton wilder,2003.0,perennial classics,bridge san luis rey perennial classic,en,9.0,4,3,8,High
0553803328,Villa Incognito,tom robbins,2003.0,bantam,villa incognito,it,7.3,10,23,864,Low
006000942X,How to Read Literature Like a Professor : A Lively and Entertaining Guide to Reading Between the Lines,thomas c foster,2003.0,perennial currents,read literature like professor lively entertaining guide reading line,en,6.8,5,1,26,Low
0345417186,Queen's Man (Ballantine Reader's Circle),sharon kay penman,1998.0,ballantine,queen man ballantine reader circle,unknown,6.714285714285714,7,7,656,Low
0330247654,I Heard the Owl Call My Name,margaret craven,1976.0,pan,heard owl call name,unknown,7.25,4,2,39,Low
0446528404,The Fall of Light,niall williams,2002.0,warner,fall light,en,7.5,4,2,446,Low
0670035661,Catalyst,laurie halse anderson,2002.0,viking children's,catalyst,en,8.0,4,4,1,High
0743243498,The Lamplighter: A Novel,anthony o'neill,2003.0,scribner,lamplighter,en,8.5,4,1,142,High
0446531030,The Miracles of Santo Fico,d l smith,2003.0,warner,miracle santo fico,en,6.0,6,1,446,Low
0812590988,Aztec Blood (Aztec),gary jennings,2002.0,tor,aztec blood aztec,hu,7.5,6,2,199,Low
1841491101,Falling Sideways,tom holt,2002.0,orbit book co,falling sideways,unknown,7.428571428571429,7,3,3,Low
0439282462,Daydreams and Doodles Journal,laura dower,2001.0,tangerine press,daydream doodle journal,unknown,9.5,4,1,1,High
031225346X,The Prometheus Deception,robert ludlum,2000.0,st martins pr,prometheus deception,en,6.714285714285714,7,36,38,Low
0375410627,Ava's Man,rick bragg,2001.0,alfred a knopf,ava man,unknown,8.4,5,4,84,High
0446613061,A Thousand Country Roads,robert james waller,2003.0,warner,thousand country road,en,6.6,5,14,446,Low
034538072X,Six Wives of Henry VIII,alison weir,1993.0,ballantine,six wife henry viii,en,8.5,4,4,656,High
0060166932,Lost Boys,orson scott card,1992.0,harpercollins,lost boy,en,7.75,4,51,321,High
0515127132,8.4,peter hernon,1999.0,jove,84,unknown,7.285714285714286,7,1,262,Low
0375758518,Tepper Isn't Going Out: A Novel,calvin trillin,2003.0,rom house,tepper ' going,en,8.333333333333334,6,7,248,High
0156011433,Snow Mountain Passage,james d houston,2002.0,harvest,snow mountain passage,en,7.333333333333333,9,1,81,Low
0060959355,More Than You Know: A Novel,beth gutcheon,2001.0,perennial,know,en,7.769230769230769,13,5,277,High
0670887579,A Star Called Henry,roddy doyle,1999.0,viking,star called henry,en,6.25,4,8,101,Low
0140445560,The Odyssey (Penguin Classics),homer,1992.0,penguin,odyssey penguin classic,en,7.538461538461538,13,8,486,Low
0553078755,Ishmael,daniel quinn,1997.0,bantam,ishmael,unknown,8.166666666666666,6,6,864,High
0345452771,The Yokota Officers Club (Ballantine Reader's Circle),sarah bird,2002.0,ballantine,yokota officer club ballantine reader circle,en,8.2,5,1,656,High
0374199892,Music & Silence,rose tremain,2000.0,farrar straus giroux,music silence,unknown,7.5,4,2,45,Low
0895776839,Selections From Household Hints and Handy,readers digest,1994.0,penguin putnam childrens hc,selection household hint handy,en,6.6,5,1,7,Low
3518372742,Jakob Der Luegner,becker,1998.0,distri int'l+inc,jakob der luegner,da,7.571428571428571,7,1,10,Low
0679772669,In the Skin of a Lion: A Novel,michael ondaatje,1997.0,vintage usa,skin lion,en,7.166666666666667,12,7,282,Low
006440823X,Bloomability,sharon creech,1999.0,harpertrophy,bloomability,unknown,8.625,8,6,149,High
0393091465,"Adventures of Huckleberry Finn: An Authoritative Text, Backgrounds and Sources, Criticism (A Norton Critical Edition)",mark twain,1977.0,w w norton co,adventure huckleberry finn authoritative text background source criticism norton critical,en,8.75,4,30,8,High
0140390103,Roughing It (The Penguin American Library),mark twain,1981.0,penguin,roughing penguin american library,en,8.6,5,30,486,High
0743406885,The Case of the Lost Song (Nancy Drew),carolyn keene,2001.0,aladdin,case lost song nancy drew,en,9.0,4,18,36,High
0151907366,To the Lighthouse,virginia woolf,1981.0,harcourt,lighthouse,en,6.666666666666667,6,15,44,Low
0140170987,Changing Places: A Tale of Two Campuses,david lodge,1995.0,penguin,changing place tale two campus,en,7.6,5,11,486,Low
0767903811,I'm a Stranger Here Myself : Notes on Returning to America After Twenty Years Away,bill bryson,1999.0,broadway,' stranger note returning america twenty year away,en,8.0,4,22,76,High
0020633505,The New Age Herbalist: How to Use Herbs for Healing Nutrition Body Care and Relaxation,richard mbey,1988.0,simon schuster,new age herbalist use herb healing nutrition body care relaxation,en,6.8,5,1,241,Low
0061059072,The Last Continent (Discworld Novels (Paperback)),terry pratchett,2000.0,harpertorch,last continent discworld,en,7.764705882352941,17,65,258,High
0300046014,Long Day's Journey into Night,eugene o'neill,1989.0,yale univ pr,long day journey night,unknown,7.75,4,1,1,High
0394545370,Oldest Living Confederate Widow Tells All,allan gurganus,1989.0,rom house,oldest living confederate widow tell,en,8.4,5,3,248,High
0140187464,The Moon Is Down (Twentieth-Century Classics),john steinbeck,1995.0,penguin,moon twentieth century classic,en,7.5,4,32,486,Low
0375700889,The House of Sleep (Vintage Contemporaries (Paperback)),jonathan coe,1999.0,vintage usa,house sleep vintage contemporary,en,7.666666666666667,6,4,282,Low
0140124454,The Penguin Book of Vampire Stories,alan ryan,1990.0,penguin,penguin vampire,en,7.666666666666667,6,1,486,Low
0316848670,One Fine Day In the Middle of the Night,christoph brookmyre,1998.0,little brown uk,one fine day middle night,en,4.5,4,1,3,Low
0375410287,Driving Over Lemons: An Optimist in Andalucia,chris stewart,2000.0,rom house,driving lemon optimist andalucia,en,8.0,5,2,248,High
0590414291,The Magic School Bus Lost in the Solar System (Magic School Bus (Paperback)),joanna cole,1992.0,scholastic,magic school bus lost solar system magic school bus,en,8.23076923076923,13,6,223,High
0375706852,My Name Is Red,orhan pamuk,2002.0,vintage usa,name red,en,7.285714285714286,7,1,282,Low
0590485881,Hiccups for Elephant (Hello Reader! Level 2 (Paperback)),james preller,1995.0,scholastic,hiccup elephant hello reader level 2,unknown,5.75,4,1,223,Low
0395401461,Miss Nelson Is Missing!,harry g allard,1985.0,houghton mifflin,miss nelson missing,unknown,7.5,4,1,76,Low
0864425295,"Brief Encounters: stories of love, sex & travel",michelle de kretser,1998.0,lonely planet lications,brief encounter love sex travel,en,6.5,4,1,2,Low
0140421998,Leaves of Grass (Penguin Classics),walt whitman,1986.0,penguin,leaf grass penguin classic,en,7.75,4,4,486,High
0670891568,Fiona Range,mary mcgarry morris,2000.0,viking,fiona range,it,8.2,5,5,101,High
0486280500,A Portrait of the Artist As a Young Man (Dover Thrift Editions),james joyce,1994.0,dover lications,portrait artist young man dover thrift,en,7.25,4,15,87,Low
0671636782,SLAVES OF NEW YORK,tama janowitz,1987.0,washington square press,slave new york,en,6.666666666666667,9,2,78,Low
0451210158,Dirty Work (Stone Barrington Novels (Paperback)),stuart woods,2003.0,signet book,dirty work stone barrington,en,7.222222222222222,18,35,411,Low
0786889284,Beyond Recognition,ridley pearson,1998.0,hyperion,beyond recognition,en,7.8,5,18,109,High
0486295060,The War of the Worlds (Dover Thrift Editions),h g wells,1997.0,dover lications,war world dover thrift,en,7.8,5,9,87,High
3518380796,Dshamilja. Erzählung.,tschingis aitmatow,1988.0,suhrkamp,dshamilja erzählung,unknown,9.0,7,1,10,High
051509160X,Hummingbird,lavyrle spencer,1994.0,jove,hummingbird,unknown,7.285714285714286,7,27,262,Low
0060256575,The Missing Piece Meets the Big O,shel silverstein,1981.0,harpercollins,missing piece meet big,en,9.5,4,7,321,High
3499224623,Maus 2. Und hier begann mein Unglück. Die Geschichte eines ÃÂberlebenden.,art spiegelman,1999.0,rowohlt tb,maus 2 und hier begann mein unglück die geschichte eines ãâberlebenden,de,9.714285714285714,7,4,35,High
3499224615,Maus 1. Mein Vater kotzt Geschichte aus. Die Geschichte eines ÃÂberlebenden.,art spiegelman,1999.0,rowohlt tb,maus 1 mein vater kotzt geschichte au die geschichte eines ãâberlebenden,de,9.7,10,4,35,High
3442416582,Der Fünfte Elefant. Ein Scheibenwelt- Roman.,terry pratchett,2002.0,goldmann,der fünfte elefant ein scheibenwelt roman,de,8.75,4,65,78,High
0140622454,A Woman of No Importance (Penguin Popular Classics),oscar wilde,2005.0,penguin,woman importance penguin popular classic,en,8.5,6,17,486,High
9871138148,Cien Anos de Soledad / One Hundred Years of Solitude,gabriel garcia marquez,2003.0,debols!llo,cien ano de soledad one hundred year solitude,unknown,8.8,5,27,3,High
3404130081,Shining. Roman.,stephen king,2003.0,lübbe,shining roman,unknown,8.2,5,195,33,High
0006546684,Postcards,e annie proulx,1998.0,flamingo,postcard,unknown,7.0,7,5,11,Low
0307215261,Trixie Belden and the Gatehouse Mystery (Gatehouse Mystery),julie campbell,1977.0,rom house childrens,trixie belden gatehouse mystery gatehouse mystery,en,8.4,5,1,18,High
034544003X,Southampton Row (Charlotte & Thomas Pitt Novels (Hardcover)),anne perry,2002.0,ballantine,southampton row charlotte thomas pitt hardcover,en,7.833333333333333,6,45,656,High
0843949163,In the Dark,richard laymon,2001.0,leisure,dark,en,8.0,6,11,58,High
0671735594,Jay's Journal,beatrice sparks,1990.0,pocket,jay journal,unknown,6.6,5,2,652,Low
0446314404,The Great Shark Hunt,hunter s md thompson,1982.0,warner,great shark hunt,en,7.4,5,1,446,Low
0679433090,Murder on the Potomac,margaret truman,1994.0,rom house,murder potomac,en,6.75,4,19,248,Low
0141001844,Fiona Range,mary mcgarry morris,2001.0,penguin,fiona range,unknown,7.0,4,5,486,Low
158062748X,A Cup of Comfort for Women: Stories That Celebrate the Strength and Grace of Womanhood (Cup of Comfort),colleen sell,2002.0,adams media corporation,cup comfort woman celebrate strength grace womanhood cup comfort,en,6.75,4,2,9,Low
0671543296,Less Than Zero,bret easton ellis,1985.0,rom house value,le zero,unknown,6.222222222222222,9,10,10,Low
0765303817,The Onion Girl (Newford),charles de lint,2002.0,tor,onion girl newford,en,8.818181818181818,11,18,199,High
0440238137,"The Golden Compass (His Dark Materials, Book 1)",philip pullman,2003.0,laurel leaf,golden compass dark material 1,en,9.4,5,27,29,High
0679767800,The Stars My Destination,alfred bester,1996.0,vintage usa,star destination,en,8.076923076923077,13,2,282,High
0451202899,All a Woman Wants (Signet Historical Romance),patricia rice,2001.0,signet book,woman want signet historical romance,en,8.0,4,3,411,High
0345422511,Apaches,lorenzo carcaterra,1998.0,ballantine,apache,unknown,7.0,4,3,656,Low
0399141383,Sudden Prey,john sandford,1996.0,putnam,sudden prey,da,8.0,8,31,212,High
0006485200,The Piano Man's Daughter,timothy findley,1999.0,britnell book wholesalers,piano man daughter,unknown,8.6,5,5,1,High
0140176640,A Good Scent from a Strange Mountain: Stories,robert olen butler,1993.0,penguin,good scent strange mountain,en,7.4,5,1,486,Low
0451521412,Room With a View and Howards End,e m forster,1992.0,signet classics,room view howard end,unknown,8.142857142857142,7,7,48,High
0385720114,The Map of Love,ahdaf soueif,2000.0,anchor /doubleday,map love,en,6.928571428571429,14,2,50,Low
0440228840,Demon in My View (Laurel-Leaf Books),amelia atwater rhodes,2001.0,laurel leaf,demon view laurel leaf,unknown,8.5,4,7,29,High
0140430474,Sense and Sensibility (Penguin Classics),jane austen,1969.0,penguin usa,sense sensibility penguin classic,en,7.777777777777778,9,52,90,High
0380788152,Wheel of the Infinite,martha wells,2001.0,eos,wheel infinite,en,8.25,4,1,78,High
0743444477,Letters for Emily,camron wright,2003.0,pocket,letter emily,no,9.454545454545455,11,2,652,High
0440236177,The Treatment,mo hayder,2002.0,dell,treatment,en,8.5,4,2,410,High
0440975344,Rumble Fish (Laurel-Leaf Contemporary Fiction),se hinton,1989.0,laure leaf,rumble fish laurel leaf contemporary fiction,en,7.888888888888889,9,2,40,High
0671791990,MY TEACHER FLUNKED THE PLANET (RACK SIZE) (MY TEACHER BOOKS),bruce coville,1998.0,aladdin,teacher flunked planet rack size teacher,en,6.5,4,3,36,Low
0684863340,The Catastrophist : A Novel,ronan bennett,1999.0,simon schuster,catastrophist,en,7.0,4,1,241,Low
1841952516,Naïve. Super,erlend loe,2003.0,canongate,naïve super,unknown,6.5,6,1,10,Low
0380800799,Creeps Suzette (Bed-And-Breakfast Mysteries (Paperback)),mary daheim,2000.0,avon,creep suzette bed breakfast mystery,en,6.2,5,21,540,Low
0140445927,The Iliad (Penguin Classics),homer,1991.0,penguin,iliad penguin classic,unknown,9.5,4,8,486,High
0671540025,"Invasion #1: First Strike (Star Trek, Book 79)",diane carey,1996.0,star trek,invasion # 1 first strike star trek 79,af,6.0,4,7,107,Low
0771099886,A Jest of God,margaret laurence,1988.0,new canadian library,jest god,unknown,8.5,4,3,7,High
0006485294,Minus Time,catherine bush,1998.0,harpercollins,minus time,et,7.5,4,1,321,Low
031286583X,Song of Kali,dan simmons,1998.0,tor,song kali,unknown,8.25,4,11,199,High
0618219064,The Wind Done Gone: A Novel,alice randall,2002.0,mariner,wind done gone,en,7.75,8,2,27,High
3442353939,Knochenarbeit.,kathy reichs,2001.0,goldmann,knochenarbeit,de,7.2,5,16,78,Low
0312289871,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),robert ludlum,2002.0,st martin's griffin,robert ludlum paris option covert one covert one,en,6.7272727272727275,11,36,37,Low
0399143130,Here on Earth (Oprah's Book Club (Hardcover)),alice hoffman,1997.0,putnam,earth oprah club hardcover,en,7.0,5,28,212,Low
0316955132,Marjorie Morningstar,herman wouk,1992.0,back bay,marjorie morningstar,sv,9.5,4,4,50,High
0312303491,The Chili Queen: A Novel,sandra dallas,2002.0,st martin's press,chili queen,unknown,6.0,4,7,168,Low
1558744142,Condensed Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),jack canfield,1996.0,health communications,condensed chicken soup soul chicken soup soul series paper,en,7.0,4,42,43,Low
0767907809,Bookends,jane green,2002.0,broadway,bookend,af,8.285714285714286,14,10,76,High
0380978725,Blackberry Wine: A Novel,joanne harris,2000.0,william morrow,blackberry wine,en,8.0,5,13,130,High
0375413901,After the Quake: Stories,haruki murakami,2002.0,alfred a knopf,quake,en,7.0,4,15,84,Low
